ANUIM2550Q;DS3;LSTM;Hidden;3;acc;-1.0224018;0.2874612;-2.0902481;0.31988840000001;-1.3640964;2.5418569
ANUIM2550Q;DS3;LSTM;Hidden;3;val_loss;-0.9262233;1.5223138;-3.7721355;0.1083521;-0.25553169999999;0.7229832
ANUIM2550Q;DS3;LSTM;Hidden;5;acc;-3.0360106;2.8517793;-9.936519;-0.052087799999995;1.2578783;-2.001522
ANUIM2550Q;DS3;LSTM;Hidden;5;val_loss;-1.6609177;2.1936605;-6.4129269;-0.48328909999999;1.3056203;-3.0136986
ANUIM2550Q;DS3;LSTM;Hidden;10;acc;-4.7764262;2.2712121;-12.9806591;0.1675765;0.2050263;0.0076103000000103
ANUIM2550Q;DS3;LSTM;Hidden;10;val_loss;-1.4412062;1.8125992;-5.5605677;-0.064718100000007;-0.098737900000003;-0.045662100000001
BAYFB9644C;DS3;CNN;Hidden;3;acc;0.52822119999999;-0.672652;2.5977275;0.05106649999999;-0.011268000000001;0.1141552
BAYFB9644C;DS3;CNN;Hidden;3;val_loss;0.7357133;-0.5541711;2.8717002;0.072653100000011;0.6670785;-0.95129370000001
BAYFB9644C;DS3;CNN;Hidden;5;acc;-0.3135463;3.7402295;-5.6442816;-0.088177999999999;1.8562821;-2.8843227
BAYFB9644C;DS3;CNN;Hidden;5;val_loss;0.53993749999999;2.4953789;-2.067417;0.2597665;-0.29285949999999;1.0273973
BAYFB9644C;DS3;CNN;Hidden;10;acc;-1.4302443;2.9200265;-7.1511309;0.1220787;0.17978210000001;-0.060882799999987
BAYFB9644C;DS3;CNN;Hidden;10;val_loss;-0.069438500000004;3.3064658;-4.4951187;-0.4688627;0.59085089999999;-1.7123287
BAYFB9644C;DS1-Q1;CNN;Hidden;3;acc;0.2186796;-0.2197235;0.77300000000001;1.6068751;3.698118;-0.50157429999999
BAYFB9644C;DS1-Q1;CNN;Hidden;3;val_loss;0.41215339999999;-2.903416;3.8055806;0.44571619999999;-3.8327833;4.5536644
BAYFB9644C;DS1-Q1;CNN;Hidden;5;acc;0.70879289999999;-0.46925379999999;1.9495272;0.28316359999999;0.4543323;0.125523
BAYFB9644C;DS1-Q1;CNN;Hidden;5;val_loss;0.70435309999999;-0.54343679999999;2.0018285;0.24764719999999;0.3958354;0.083682100000004
BAYFB9644C;DS1-Q1;CNN;Hidden;10;acc;-0.6105027;-3.1371703;1.9495272;0.1613799;0.4624491;-0.125523
BAYFB9644C;DS1-Q1;CNN;Hidden;10;val_loss;0.7408464;-0.7118569;2.2633347;0.30241959999999;0.64277109999999;0.010460199999997
BAYFB9644C;DS1-Q2;CNN;Hidden;3;acc;-3.3003234;-6.3330649;3.285;0.68204970000001;1.0389611;0
BAYFB9644C;DS1-Q2;CNN;Hidden;3;val_loss;-1.9602258;-4.2551429;3.285;0.6660957;1.038961;0
BAYFB9644C;DS1-Q2;CNN;Hidden;5;acc;-1.6648494;-3.7138878;3.1675503;2.0151185;3.1770519;-0.082484699999995
BAYFB9644C;DS1-Q2;CNN;Hidden;5;val_loss;-3.446654;-6.2649117;2.7797735;-1.4932387;-2.3683567;0.054095499999988
BAYFB9644C;DS1-Q2;CNN;Hidden;10;acc;-2.9706629;-4.6727431;1.6587024;0.4994129;1.9200621;-1.6262976
BAYFB9644C;DS1-Q2;CNN;Hidden;10;val_loss;-1.6622009;-1.4543183;-0.1609459;-1.6747368;-3.3885467;0.7263514
BAYFB9644C;DS1-Q3;CNN;Hidden;3;acc;-13.563831;-19.9114651;1.2952727;-2.3701033;-12.7856533;9.9740047
BAYFB9644C;DS1-Q3;CNN;Hidden;3;val_loss;-12.3699944;-18.3996459;1.5473233;2.3873421;0.9954401;1.7293233
BAYFB9644C;DS1-Q3;CNN;Hidden;5;acc;-16.1287599;-15.5239744;-11.510125;-3.3008506;-4.4681022;-3.4176772
BAYFB9644C;DS1-Q3;CNN;Hidden;5;val_loss;-8.0712569;-3.8849992;-11.5425442;4.35401;2.8629738;0.96339949999999
BAYFB9644C;DS1-Q3;CNN;Hidden;10;acc;-11.3790941;-4.7395201;-17.0834085;1.1045701;2.3963427;-5.858243
BAYFB9644C;DS1-Q3;CNN;Hidden;10;val_loss;-9.545578;-7.2299185;-10.4554375;2.0145855;-8.3890002;10.8804087
BoW;DS3;CNN;Hidden;3;acc;0.58309439999999;-1.0971035;3.4348661;0.36832579999999;1.553963;-1.6438356
BoW;DS3;CNN;Hidden;3;val_loss;0.48324169999999;-1.9989266;4.7286256;-0.047490800000006;-0.1222901;0.19786910000001
