username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Wabash_WB;2018-03-30 22:56;0;0;"Recently our volunteer bingo callers were showing a little holiday spirit. #volunteers #games #stpatricksday2018 pic.twitter.com/r7TG42lPy7";;;#volunteers #games #stpatricksday2018;"979854888548134912";https://twitter.com/Wabash_WB/status/979854888548134912
HabitImprintZ;2018-03-30 19:10;0;1;"Vinyl heatpressed St Patrick's Day hoodie pullovers #stpatricksday #stpatricksday2018 #stpatrick #stpattysday #clover #vinyl #thermoflex #thermoflexplus #silkscreenprinting #silkscreening #silkscreen #silkscreenprintingshop #screenprint #screenprinting #screening pic.twitter.com/BzYjxNvzn2";;;#stpatricksday #stpatricksday2018 #stpatrick #stpattysday #clover #vinyl #thermoflex #thermoflexplus #silkscreenprinting #silkscreening #silkscreen #silkscreenprintingshop #screenprint #screenprinting #screening;"979798149458874368";https://twitter.com/HabitImprintZ/status/979798149458874368
AJConway3;2018-03-30 18:07;0;1;"Who’s worse.... Hillary or Spina? @David_Kudla @BlackburnReview #ud #stpatricksday2018 #dayton #president #flyers #ghetto #daytonflyers";;@David_Kudla @BlackburnReview;#ud #stpatricksday2018 #dayton #president #flyers #ghetto #daytonflyers;"979782134931054594";https://twitter.com/AJConway3/status/979782134931054594
NOTpodcast1;2018-03-30 17:23;23;23;"New #Podcast ! Episode 57! We bring the drama, some more drama, and follow that with even more drama! Plus some #Nerdy news #ultimateDeletion talk and #stpatricksday2018 fun! ALWAYS FREE to listen! #PodernFamily #podernmadness #PodcastMafia #ohhiMark https:// itunes.apple.com/us/podcast/not -another-nerdy-podcast/id1185294004?mt=2#episodeGuid=Notpodcast1.podbean.com%2Fepisode-57-caught-in-a-swirling-vortex-24b00f90dd1700f333f1ee8f1a4eedd1 …";;;#Podcast #Nerdy #ultimateDeletion #stpatricksday2018 #PodernFamily #podernmadness #PodcastMafia #ohhiMark #episodeGuid;"979771176724680707";https://twitter.com/NOTpodcast1/status/979771176724680707
NOTpodcast1;2018-03-30 17:09;5;3;"New #Podcast ! Episode 57! We bring the drama, some more drama, and follow that with even more drama! Plus some #Nerdy news and #stpatricksday2018 shenanigans ALWAYS FREE to listen! #PodernFamily #podernmadness #PodcastMafia #ohhiMark https:// itunes.apple.com/us/podcast/not -another-nerdy-podcast/id1185294004?mt=2#episodeGuid=Notpodcast1.podbean.com%2Fepisode-57-caught-in-a-swirling-vortex-24b00f90dd1700f333f1ee8f1a4eedd1 …";;;#Podcast #Nerdy #stpatricksday2018 #PodernFamily #podernmadness #PodcastMafia #ohhiMark #episodeGuid;"979767626258894848";https://twitter.com/NOTpodcast1/status/979767626258894848
Rebecca08051979;2018-03-30 13:48;0;0;". @theouijaladies on #Periscope : Paranormal activity??? #StPatricksDay2018 #haunted #abandoned https://www. pscp.tv/w/bY43iDYwMTA5 NTN8MXlwSmRtUFZhZ054VxjEeeqJgn6HuuB5K3XPOe746cnZ3FWcvFGdkob1-cYv …";;@theouijaladies;#Periscope #StPatricksDay2018 #haunted #abandoned;"979716955451006976";https://twitter.com/Rebecca08051979/status/979716955451006976
ChrisKeuling;2018-03-30 13:36;0;0;"Nothing says #Christmas on #stpatricksday2018 being posted about on #GoodFriday like @BobbyFlaySteak1 ! http:// chriskeuling.com/atlantic-city- bobby-flay-steak/ … #steak #AtlanticCity pic.twitter.com/CcHKz8yw9b";;@BobbyFlaySteak1;#Christmas #stpatricksday2018 #GoodFriday #steak #AtlanticCity;"979713969672814592";https://twitter.com/ChrisKeuling/status/979713969672814592
bustervilla;2018-03-30 11:47;0;1;"Heathrow Hilton shower curtain did beat me up and I have a work in progress #GrandSlam #stpatricksday2018 chin scar. #worthit enjoy the game and keep up the good work";;;#GrandSlam #stpatricksday2018 #worthit;"979686530288619521";https://twitter.com/bustervilla/status/979686530288619521
PresidentIRL;2018-03-30 07:13;10;38;"On #StPatricksDay2018 President Higgins paid tribute to the generosity of organ donors, and to those who make organ transplants possible. Watch the President's speech here: https:// youtu.be/f96LI2CEA-I #OrganDonation #OrganDonationWorks pic.twitter.com/EqeoIHm4Hq";;;#StPatricksDay2018 #OrganDonation #OrganDonationWorks;"979617471832485888";https://twitter.com/PresidentIRL/status/979617471832485888
trebor4128;2018-03-30 05:02;2;4;"#FF @EmerBarrySop quite possibly one of the finest Irish voices I have ever heard #Irish #Celtic #Soprano #Folk #classical #musicaltheatre #EmeraldIsle #StPatricksDay2018";;@EmerBarrySop;#FF #Irish #Celtic #Soprano #Folk #classical #musicaltheatre #EmeraldIsle #StPatricksDay2018;"979584722924847104";https://twitter.com/trebor4128/status/979584722924847104
Hey_Eyes_UpHere;2018-03-30 03:44;0;1;"The day before St Patty's Day... Also known as, "The day before the day I start drinking again." #StPatricksDay2018 #stpattys https:// twitter.com/RickyGlore/sta tus/975382573479276550 …";;;#StPatricksDay2018 #stpattys;"979564913419993088";https://twitter.com/Hey_Eyes_UpHere/status/979564913419993088
4saintsphoto;2018-03-29 19:36;0;0;"Photo I took at the #stpatricksday2018 parade in #toronto pic.twitter.com/Ljw0ihYocM";;;#stpatricksday2018 #toronto;"979442256720445440";https://twitter.com/4saintsphoto/status/979442256720445440
JayBuz24;2018-03-29 15:48;0;2;"#Throwback to an amazing #stpatricksday2018 in DC. Supporting @GuinnessIreland @Diageo_NA for my dad - proud of his hard work in opening the first #Guinness brewery in the US outside of Baltimore! pic.twitter.com/Yxmcn7nNoc";;@GuinnessIreland @Diageo_NA;#Throwback #stpatricksday2018 #Guinness;"979384854952534018";https://twitter.com/JayBuz24/status/979384854952534018
Travel_For_Food;2018-03-29 15:01;0;0;"Saint Patrick's Day parades and festivals honor #Irishheritage every 17th of March. These are the best #Irishcelebrations from around the world! http:// travelforfoodhub.com/saint-patricks -day-celebrations-around-world/ … #StPatricksDay2018 #StPatricksDay #travelforfoodhub pic.twitter.com/DOSPhHMnc2";;;#Irishheritage #Irishcelebrations #StPatricksDay2018 #StPatricksDay #travelforfoodhub;"979372920274333701";https://twitter.com/Travel_For_Food/status/979372920274333701
TEVproject;2018-03-29 11:00;2;2;"Another #GreenEnergy record for the #UK as #WindPower generated a third of all the electricity produced in #Britain on #StPatricksDay2018 https://www. shropshirestar.com/news/uk-news/2 018/03/19/a-third-of-power-from-wind-as-new-green-highs-recorded/ … pic.twitter.com/1cNE4JRUNL";;;#GreenEnergy #UK #WindPower #Britain #StPatricksDay2018;"979312222663974917";https://twitter.com/TEVproject/status/979312222663974917
HistoryMakersGM;2018-03-29 09:49;1;0;"#TBThursday to #stpatricksday2018 when @rochdalefc 's Desmond the Dragon gave #smoking the red card. #smokefreesports - a good idea? Have your say on smoking in #GreaterManchester at https:// historymakersgm.co.uk / . Make History! #HistoryMakersGM #MakeHistoryGM @RochdaleCouncil @NHSHMR pic.twitter.com/hgc0akDV2R";;@rochdalefc @RochdaleCouncil @NHSHMR;#TBThursday #stpatricksday2018 #smoking #smokefreesports #GreaterManchester #HistoryMakersGM #MakeHistoryGM;"979294342933286912";https://twitter.com/HistoryMakersGM/status/979294342933286912
REAL_LP;2018-03-29 03:30;0;1;"I really do this!!! #Flame #StPatricksDay2018 #Akwaaba #hotnewartist #upnext #hustlegang #indiemusic #indieartist #newmusic #musicdiscovery #checkmyfiles pic.twitter.com/adhQ5Eni9n";;;#Flame #StPatricksDay2018 #Akwaaba #hotnewartist #upnext #hustlegang #indiemusic #indieartist #newmusic #musicdiscovery #checkmyfiles;"979199065471770624";https://twitter.com/REAL_LP/status/979199065471770624
llau128;2018-03-29 02:34;0;0;"#stpatricksday2018 #Recap can’t go wrong with a #pint and #Irish #Whisky pic.twitter.com/qONB8jx03p";;;#stpatricksday2018 #Recap #pint #Irish #Whisky;"979184919271301120";https://twitter.com/llau128/status/979184919271301120
mancirishfest;2018-03-28 22:05;0;1;"Great feature on @BBCBreakfast for #stpatricksday2018 featuring @TourismIreland CEO @NiallGibbons talking about #GlobalGreening campaign from #NYC https://www. youtube.com/watch?v=qNCBE_ RjQIk&feature=youtu.be …";;@BBCBreakfast @TourismIreland @NiallGibbons;#stpatricksday2018 #GlobalGreening #NYC;"979117405950676992";https://twitter.com/mancirishfest/status/979117405950676992
MAHollstein;2018-03-28 21:51;1;0;"#IARTG #ASMSG #PDF1 #StPatricksDay #StPatricksDay2018 End of the Rainbow, An Aggie Underhill St. ... by Michelle Ann Hollstein for $0.99 http:// amzn.to/2p85V9O via @amazon pic.twitter.com/QxNIfXCOtQ";;@amazon;#IARTG #ASMSG #PDF1 #StPatricksDay #StPatricksDay2018;"979113784110301184";https://twitter.com/MAHollstein/status/979113784110301184
mancirishfest;2018-03-28 21:24;41;10;"Many thanks to @BBCBreakfast & @jamesjohara for sending us the footage of @mancirishfest #ManchesterIrishFestival performers @reel_rhythms @cathmcgoldie27 on #stpatricksday2018 pic.twitter.com/0EF72Dli7l";;@BBCBreakfast @jamesjohara @mancirishfest @reel_rhythms @cathmcgoldie27;#ManchesterIrishFestival #stpatricksday2018;"979106925936771074";https://twitter.com/mancirishfest/status/979106925936771074
