username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BarryLHouser;2018-03-29 04:11;1;22;"Thank you @ LordMayorDublin for your kind hospitality at the Mansion House. A tremendous thank you to Edelle Moss for your guidance, organization, appreciation of the @ MarchingIllini and friendship! You make the @ stpatricksfest spectacular! pic.twitter.com/yCt7QsQtA5";;@ @ @;;"979209525667487750";https://twitter.com/BarryLHouser/status/979209525667487750
CMhurch;2018-03-28 18:17;0;0;"Which god?";;;;"979059872628080643";https://twitter.com/CMhurch/status/979059872628080643
CMhurch;2018-03-28 18:16;0;1;"Eh, no. I'll have sex as often as I wish. If I get pregnant, I'll continue with the pregnancy unless it's affecting my health. Not that a woman's health would concern you.";;;;"979059696962277376";https://twitter.com/CMhurch/status/979059696962277376
CMhurch;2018-03-28 18:14;0;0;"Does the foetus have the right to be in the womans body that supercedes the womans right to bodily autonomy?";;;;"979059157449035779";https://twitter.com/CMhurch/status/979059157449035779
feargalhynes;2018-03-27 18:53;2;24;"Tonight = @ backstageIRL Longford Already done: @ THTG Galway @ LimeTreeTheatre Limerick @ angrianan Donegal @ stpatricksfest Dublin @ EverymanCork Still to go: @ NatOperaHouse Wexford @ PavilionTheatre @ HawksWellSligo @ ShakespeareinDC @ chicagoshakes @ edintfestpic.twitter.com/LjUR8ruTOD";;@ @ @ @ @ @ @ @ @ @ @ @;;"978706574926639104";https://twitter.com/feargalhynes/status/978706574926639104
Islandfielder;2018-03-27 16:42;0;4;"And thank you @ AReillyFailte for a quite unique and wonderful few days - starting in Snow and with @ HamillHimself @ stpatricksfest and moving to the glorious sunshine and locations in a (Kerry) galaxy far far away...... https://twitter.com/AReillyFailte/status/976762173283237890 …";;@ @ @;;"978673720381333504";https://twitter.com/Islandfielder/status/978673720381333504
stpatricksfest;2018-03-27 15:58;2;3;"Big thanks to @ CliffTownhouse who looked after our # StPatricksFest international band adjudicators last week while they were visiting Dublin. # LoveDublinpic.twitter.com/KBVfeGgvGZ";;@;# #;"978662630998134784";https://twitter.com/stpatricksfest/status/978662630998134784
MarchingIllini;2018-03-27 05:12;5;29;"Some Pre-Parade Interviews with the Ireland Media before the start of the @ stpatricksfest parade! # ireland2018 # miireland18 @ BarryLHouser @ FrostyBatman @stephencohn14 @ illini_drumlinepic.twitter.com/FIA1D7A5DP";;@ @ @ @stephencohn14 @;# #;"978499973259067392";https://twitter.com/MarchingIllini/status/978499973259067392
HerstoryIreland;2018-03-26 15:17;6;15;"If you missed our # IrelandofEquals event @ stpatricksfest you can watch goosebump-inducing performances by poets Melissa Ridge and @ FeliSpeaks on the RTÉ Highlights Show from 8mins: https://bit.ly/2unVkfX pic.twitter.com/EvahNRyfrb";;@ @;#;"978289845788438528";https://twitter.com/HerstoryIreland/status/978289845788438528
stpatricksfest;2018-03-26 11:20;5;12;"Looking back on last weekends highlights. Five great days in 30 Seconds. Blink and you’ll miss it. Watch this space for the full highlights video. Coming soon… # StPatricksFest # LoveDublinpic.twitter.com/oO6jrgQ4JA";;;# #;"978230118031249408";https://twitter.com/stpatricksfest/status/978230118031249408
stpatricksfest;2018-03-26 10:19;0;1;"It was a pleasure. Looking forward to your next visit. # StPatricksFest";;;#;"978214843000983552";https://twitter.com/stpatricksfest/status/978214843000983552
stpatricksfest;2018-03-26 10:17;3;2;"Many thanks to @ thegibsonhotel for their fantastic hospitality for our # StPatricksFest international adjudicators last week. # LoveDublinpic.twitter.com/XQaznsItFS";;@;# #;"978214253399281664";https://twitter.com/stpatricksfest/status/978214253399281664
chefdann2;2018-03-25 20:56;0;0;"Lovely touch what can be done !!!!!!!!!!!!!!";;;;"978012852882636800";https://twitter.com/chefdann2/status/978012852882636800
djkormac;2018-03-25 20:29;0;2;"hoping to have news on that soon, Seamus!";;;;"978005853541367809";https://twitter.com/djkormac/status/978005853541367809
yeung_tracy;2018-03-25 20:25;0;0;"In any case, i’m sure you were amazing keep writing great poems!";;;;"978004856135979008";https://twitter.com/yeung_tracy/status/978004856135979008
deuceymedic;2018-03-25 16:44;0;2;"Hi there, Imissed the above show, heard it was excellent. I see it was a once off as per the St Pats Festival website- but wondering if you are considering putting it on again in the future??? Thanks!";;;;"977949279133290496";https://twitter.com/deuceymedic/status/977949279133290496
EPICMuseumCHQ;2018-03-25 15:30;3;11;"Ahead of his visit for the @ stpatricksfest the @ IrishFamHistCen unearthed @ HamillHimself lost Irish roots. Read more: https://buff.ly/2GnZEjU # Genealogypic.twitter.com/xWeD6M7Df0";;@ @ @;#;"977930710853079041";https://twitter.com/EPICMuseumCHQ/status/977930710853079041
Cueoneireland;2018-03-25 15:00;0;4;"Flashback to last Friday night when we projected Irish classic “the quiet man onto comerford house for @ stpatricksfest Galway # ItsShowtime kcpic.twitter.com/hswSQiVBqI";;@;#;"977923056214700033";https://twitter.com/Cueoneireland/status/977923056214700033
BarryLHouser;2018-03-25 14:20;3;16;"Thank you @ moranhotels for taking such great care of the @ MarchingIllini while in @ ireland @ stpatricksfest # Ireland18 # miireland18pic.twitter.com/8gqwjRYOpd";;@ @ @ @;# #;"977913043765137409";https://twitter.com/BarryLHouser/status/977913043765137409
SJSwords;2018-03-25 12:01;0;0;"There should be somewhere but I’ve not tracked them down yet.";;;;"977878112112439296";https://twitter.com/SJSwords/status/977878112112439296
yeung_tracy;2018-03-25 11:37;0;0;"Any videos by any chance?";;;;"977872025325797382";https://twitter.com/yeung_tracy/status/977872025325797382
SJSwords;2018-03-25 10:38;3;13;"# ThrowBack... This time last week I was performing my poems # MyIreland & # BringItHome in London’s Trafalgar Square! @ stpatricksfest @ culture_ireland @ LDNIrishCentre @ theirishpost @ IrelandEmbGB # London # LondonIrish # StPatricksDay # poem # poems # poetry # poet # writer # SpokenWordpic.twitter.com/A9Ygn7rFv4";;@ @ @ @ @;# # # # # # # # # # # #;"977857250764247041";https://twitter.com/SJSwords/status/977857250764247041
BarryLHouser;2018-03-25 04:39;9;36;"It is hard to believe the @ stpatricksfest was a week ago...so proud of our students in the @ MarchingIllinipic.twitter.com/usoYqN9mZz";;@ @;;"977767011324440576";https://twitter.com/BarryLHouser/status/977767011324440576
BarryLHouser;2018-03-25 04:28;4;45;"Thank you @ stpatricksfest for a spectacular parade. I look forward to traveling with the @ MarchingIllini again in 2022!pic.twitter.com/SaYKxp22dy";;@ @;;"977764255427629056";https://twitter.com/BarryLHouser/status/977764255427629056
MarchingIllini;2018-03-25 04:18;8;42;"As we look back on our trip to @ VisitDublin one week ago, here are some @ stpatricksfest parade highlights! pic.twitter.com/GLv5PSuI8k";;@ @;;"977761614438035456";https://twitter.com/MarchingIllini/status/977761614438035456
billieygiles;2018-03-24 15:52;0;0;"Entitled men like you, except you're not making our decisions, you're just ignoring them like misogynists do. Then you make laws based on your definition of what women are supposed to be that benefits you, not them.";;;;"977573762487926786";https://twitter.com/billieygiles/status/977573762487926786
TowersandTales;2018-03-24 13:52;0;1;"This looks incredible!";;;;"977543669208305664";https://twitter.com/TowersandTales/status/977543669208305664
Miesha6107;2018-03-23 22:30;0;1;"There is so much so fundamentally wrong with that statement,I would not be bothered trying to respond except to say.....Does the little baby have no right at all to "become" something?Also not being affected by relevant pictures says a lot, an awful lot.";;;;"977311614369189888";https://twitter.com/Miesha6107/status/977311614369189888
billieygiles;2018-03-23 21:46;0;1;"You're going to need to prove there's a god first before I'm going to let it make my decisions for me. I'm not afraid of "consequences" that don't exist.";;;;"977300658150920192";https://twitter.com/billieygiles/status/977300658150920192
billieygiles;2018-03-23 21:44;0;1;"No "children" are being murdered. And maybe stop raping women, or having sex with your wives/girlfriends. Sometimes contraception doesn't work. Men are involved in this, too. They just don't make laws against themselves.";;;;"977299964203356160";https://twitter.com/billieygiles/status/977299964203356160
metro_stbrigids;2018-03-23 21:23;1;2;"Further details regarding our annual @ stpatricksfest 5km race , once again many thanks to all parties involved and to all athletes who supported the event @ irishathletics http://msbac.ie/";;@ @;;"977294746166153217";https://twitter.com/metro_stbrigids/status/977294746166153217
daraobriain;2018-03-23 21:08;0;0;"Stop including me in replies to this, thanks.";;;;"977290905295171584";https://twitter.com/daraobriain/status/977290905295171584
