username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
cke411;2018-02-13 23:59;0;0;"Mardi Gras 2018 @Bertha's Place https://www.instagram.com/p/BfJ_wmaHrCI/";;@Bertha;;"963563395923546112";https://twitter.com/cke411/status/963563395923546112
calioku;2018-02-13 23:58;0;0;"Mardi Gras 2018 Our Culture Our City @Sportsman's Corner https://www.instagram.com/p/BfJ424dltEVvwrXDJ-5ROGQZ1bg0qULg2jEoaQ0/ …";;@Sportsman;;"963563148581142529";https://twitter.com/calioku/status/963563148581142529
ZarZanganeh;2018-02-13 23:56;0;0;"Mardi Gras 2018 @New Orleans, Louisiana https://www.instagram.com/p/BfJ_ESZh2oj/";;@New;;"963562478088187905";https://twitter.com/ZarZanganeh/status/963562478088187905
schexnola;2018-02-13 23:53;0;0;"2018 Mardi Gras @Krewe of Argus, Elks of Jefferson, and Jefferson https://www.instagram.com/p/BfJ_EW5lkyyaUrJ0KH5tsoLCBcpsgpU7QKCICg0/ …";;@Krewe;;"963561884329889792";https://twitter.com/schexnola/status/963561884329889792
mikeyplondon;2018-02-13 23:52;0;0;"This guy is bringing sexy back. Macarena at mardi gras. @New Orleans, Louisiana https://www.instagram.com/p/BfJ-12alNl1/";;@New;;"963561647683010561";https://twitter.com/mikeyplondon/status/963561647683010561
konginsd;2018-02-13 23:51;0;0;"Maan I miss Mardi Gras... # Repost @ nolamaven ・・・ Every year at Carnival time, we make a new… https://www.instagram.com/p/BfJ-1bcDOQ1/";;@;#;"963561366811443200";https://twitter.com/konginsd/status/963561366811443200
TheHRScholar;2018-02-13 23:48;0;0;"After a 3 year hiatus, it was nothing but good vibes on Fat Tuesday! # mardigras # fattuesday… https://www.instagram.com/p/BfJ-gw1gsXf/";;;# #;"963560654492745728";https://twitter.com/TheHRScholar/status/963560654492745728
JillkellWheaton;2018-02-13 23:44;0;0;"steffond_upchurch @Mardi Gras on Bourbon Street https://www.instagram.com/p/BfJ99ExgAqMFLl61FiVbi3wapYx6kEJ5idgvOc0/ …";;@Mardi;;"963559486450552832";https://twitter.com/JillkellWheaton/status/963559486450552832
rhealy101;2018-02-13 23:40;0;1;"Happy Mardi Gras @New Orleans, Louisiana https://www.instagram.com/p/BfJ9h0NHWJlU5K2I28o_SM4E_n7dEalkP7OG0U0/ …";;@New;;"963558494875062273";https://twitter.com/rhealy101/status/963558494875062273
PorterShields;2018-02-13 23:39;0;0;"Mood # mardigras # fattuesday # nola # neworleans # bourbonstreet # frenchquarter # thebigeasy… https://www.instagram.com/p/BfJ9Tf8BAHb/";;;# # # # # # #;"963558286963462145";https://twitter.com/PorterShields/status/963558286963462145
PorterShields;2018-02-13 23:35;0;0;"big easy # mardigras # fattuesday # nola # neworleans # bourbonstreet # frenchquarter… https://www.instagram.com/p/BfJ86YdBzk-/";;;# # # # # #;"963557145345167360";https://twitter.com/PorterShields/status/963557145345167360
devalwraps;2018-02-13 23:33;0;0;"YEP! That's RIGHT! EVERYWHERE ELSE it's JUST Tuesday. Happy Mardi Gras! PERFECT weather, record… https://www.instagram.com/p/BfJ3j-thTu-/";;;;"963556704507060227";https://twitter.com/devalwraps/status/963556704507060227
Mfreke;2018-02-13 23:32;0;0;"I really wish I could go back to New Orleans for Mardi Gras today. I had such a good time this… https://www.instagram.com/p/BfJ8poyhZrN/";;;;"963556571862233090";https://twitter.com/Mfreke/status/963556571862233090
rubyrenee425;2018-02-13 23:32;0;0;"Exploring the Garden district on Mardi Gras. # mardigras2018 # roadsideamerica @Garden District,… https://www.instagram.com/p/BfJ8pECjG9M/";;@Garden;# #;"963556550991400960";https://twitter.com/rubyrenee425/status/963556550991400960
SymphonySanders;2018-02-13 23:25;0;1;"# Mardigras 334 # Handstand @New Orleans, Louisiana https://www.instagram.com/p/BfJ7zsyHJv9/";;@New;# #;"963554711071805441";https://twitter.com/SymphonySanders/status/963554711071805441
natashagray_91;2018-02-13 23:25;0;0;"Getting our Mardi Gras Ooooon... # mardisgras2018 # neworleans # zulu # marchingband # masks # beads… https://www.instagram.com/p/BfJ7ON5AXmA/";;;# # # # # #;"963554670739361792";https://twitter.com/natashagray_91/status/963554670739361792
