username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Patricks__;2017-03-30 03:54;0;1;"Free Shipping on mrporterlive NOW # patricks # patricksproducts # mrporter # mrporterlive… https://www.instagram.com/p/BSP3fdNjRU3/";;;# # # #;"847296043049824256";https://twitter.com/Patricks__/status/847296043049824256
phanduyson;2017-03-29 01:08;0;0;"SPECIAL TRUST ME IM A DEWEY ST PATRICKS DAY TSHIRT https://goo.gl/Tj9pqf # PATRICKS # SPECIAL # TSHIRTpic.twitter.com/JwPRV6r3sP";;;# # #;"846891730787979264";https://twitter.com/phanduyson/status/846891730787979264
steadynitenson;2017-03-26 20:39;1;1;"# San # Jose # Sharks # Hockey # IRISH # HERITAGE # NIGHT # GREEN # HAT # NHL St. # Patricks # Day # NWOT | eBay http://www.ebay.com/itm/-/322464233137?roken=cUgayN&soutkn=q3iohq … via @ eBay";;@;# # # # # # # # # # # # #;"846099368683831296";https://twitter.com/steadynitenson/status/846099368683831296
phanduyson;2017-03-25 06:05;0;0;"SPECIAL TRUST ME IM A DEWAYNE ST PATRICKS DAY TSHIRT https://goo.gl/W1D9tt # PATRICKS # SPECIAL # DEWAYNEpic.twitter.com/UZOTcSkBhR";;;# # #;"845516993352663041";https://twitter.com/phanduyson/status/845516993352663041
LukeCoughlanMus;2017-03-22 21:51;2;2;"Here's my belated cover of St. Patrick's Day by @ DamoDempsey! All played by me! https://youtu.be/h4gYZD4xcjY # Ireland # music # patricks";;@;# # #;"844667914380890113";https://twitter.com/LukeCoughlanMus/status/844667914380890113
selga55;2017-03-22 12:44;0;0;"It seems # ausunions have had a stroke of luck today # patricks";;;# #;"844530104340398085";https://twitter.com/selga55/status/844530104340398085
imnyrvc;2017-03-22 03:30;0;0;"PASSION-HD # Jade # Amber # Fucks # Hunk for St # Patricks Day http://bit.ly/2nHWMWg # PassionHDpic.twitter.com/nBUqWNmlYP";;;# # # # # #;"844390728818049024";https://twitter.com/imnyrvc/status/844390728818049024
simpleethrifty;2017-03-22 03:20;0;0;"Best 17 # St. # Patricks Day # Crafts roundup. http://pinterest.com/pin/26177241565287158/ …";;;# # #;"844388310483177472";https://twitter.com/simpleethrifty/status/844388310483177472
royalsealentllc;2017-03-21 08:29;0;0;"Retweet, Like, and Comment! http://royalsealent.com/st-patricks-wrigleyville-3112017-4pm-first-skirmish-chicago-street-fight/ … shared # ST Patrick's # Wrigleyville 3/11/2017 - ... #3112017 # Hood_Fights # Patricks pic.twitter.com/arpRxcOsUu";;;# # #3112017 # #;"844103648581959681";https://twitter.com/royalsealentllc/status/844103648581959681
royalsealentllc;2017-03-21 01:21;0;0;"Retweet, Like, and Comment! http://royalsealent.com/slow-motion-wrigleyville-street-fight-saint-patricks-3112017-chicago/ … shared # SLOW # MOTION # Wrigleyville # Street # Fight ... #3112017 # Hood_Fights # Patricks pic.twitter.com/YFuWnd5I18";;;# # # # # #3112017 # #;"843995912900960258";https://twitter.com/royalsealentllc/status/843995912900960258
SailingSkyG;2017-03-19 18:40;0;0;"Happy saint # patricks day Best # Irish_food https://www.instagram.com/p/BR1IEizBVuanUlR2bl4k5EQYvxgNQ-VfgC8iYw0/ …";;;# #;"843532584852185088";https://twitter.com/SailingSkyG/status/843532584852185088
myrac;2017-03-19 18:31;0;0;"My my my.... # st # patricks # paradepic.twitter.com/bgqVZ6tuMT";;;# # #;"843530373325832193";https://twitter.com/myrac/status/843530373325832193
cianmoloney;2017-03-19 15:47;0;0;"A fine day for it, checking out the St. # Patricks # Day # parade in # London! # stpatricksday… https://www.instagram.com/p/BR00Sb0hH9M/";;;# # # # #;"843489087331880961";https://twitter.com/cianmoloney/status/843489087331880961
cheplu;2017-03-19 08:55;0;0;"# Happy St. Patrick’s Day! - http://www.hgtvdecor.org/baby-room-decor-tips/happy-st-patricks-day-2.html … # Patricks pic.twitter.com/FWvfl9zUqA";;;# #;"843385385849962496";https://twitter.com/cheplu/status/843385385849962496
TheDreamBuilde1;2017-03-19 04:53;0;0;"Happy Saint # Patricks Day pic.twitter.com/XAh7MEzsf7";;;#;"843324479170256899";https://twitter.com/TheDreamBuilde1/status/843324479170256899
SpickRyan;2017-03-19 04:52;0;0;"Happy Saint # Patricks Day pic.twitter.com/KlNKj9LVsd";;;#;"843324222399107072";https://twitter.com/SpickRyan/status/843324222399107072
RupeshNandy;2017-03-18 20:21;0;0;"Jacksepticeye's # St. Patrick's # Day # Irish # Tips! https://goo.gl/fb/2NrcdD # jacksepticeyes # patricks # video # viral";;;# # # # # # # #;"843195611524620289";https://twitter.com/RupeshNandy/status/843195611524620289
PolitDemocratic;2017-03-18 11:31;0;0;"President # Trump speaks at reception for St. # Patricks Day http://youtu.be/0fcGJCC0RzU?a";;;# #;"843062191746170880";https://twitter.com/PolitDemocratic/status/843062191746170880
djwerewulf;2017-03-18 07:55;0;0;"Thank you # Norman and # louiestoo, # crunk # patricks";;;# # # #;"843008024671346688";https://twitter.com/djwerewulf/status/843008024671346688
ivanbustoszc;2017-03-18 07:08;0;0;"St. # Patricks Day at @ Vauresh @VAURESH https://www.instagram.com/p/BRxUF4XFeRZ/";;@ @VAURESH;#;"842996079092293632";https://twitter.com/ivanbustoszc/status/842996079092293632
WorldSurrogacy2;2017-03-18 06:48;1;3;"We enjoyed our # Saint # Patricks Day! # Surrogacy is a good thing.pic.twitter.com/Uwzwy7EQZY";;;# # #;"842991048204935171";https://twitter.com/WorldSurrogacy2/status/842991048204935171
scienceanglr;2017-03-18 06:15;0;0;"Happy St. # Patricks Day! # Astronaut Tweets Photo of # Ireland from Space http://bit.ly/2mZrqIV pic.twitter.com/qYq2M7UZPI";;;# # #;"842982659768942592";https://twitter.com/scienceanglr/status/842982659768942592
cabreraroberto_;2017-03-18 03:39;0;0;"Let's celebrate our day # Patricks https://www.instagram.com/p/BRw8NoDDwpl/";;;#;"842943559573684224";https://twitter.com/cabreraroberto_/status/842943559573684224
NatATatTwo;2017-03-18 02:42;0;0;"Happy St. Patrick's Day!! Have an awesome time and stay stafe out there! # stpatricksday # stpattysday # saint # patricks # daypic.twitter.com/mpcVRRBRRc";;;# # # # #;"842929190420828160";https://twitter.com/NatATatTwo/status/842929190420828160
IamSWaGodKing;2017-03-18 00:58;0;0;"Have a # Formidable # Friday and # St. # Patricks # Day # Peace and # Love # BlessedBe # Vision # Namaste # IAm http://pinterest.com/pin/465137467751360304/ …";;;# # # # # # # # # # #;"842902938309791744";https://twitter.com/IamSWaGodKing/status/842902938309791744
Athena_LA_;2017-03-18 00:36;0;0;"I am dressed for St Patrick's day!!! # happy # st # patricks # day # green # color # lol… http://ln.is/www.instagram.com/p/G2QfM …";;;# # # # # # #;"842897472590614530";https://twitter.com/Athena_LA_/status/842897472590614530
CarolineOlooney;2017-03-18 00:00;0;0;"a BEAUTIFUL last beach day # happy # saint # patricks # day @Rosemary… https://www.instagram.com/p/BRwjHymDj-B_VnpqQSvuYcXwDfCzzOQSLuEEbQ0/ …";;@Rosemary;# # # #;"842888387526823936";https://twitter.com/CarolineOlooney/status/842888387526823936
diamondstone133;2017-03-17 23:18;0;0;"Happy St. Patrick's Day # saint # patrick # day # st # patricks https://www.instagram.com/p/BRweUhmlPzI/";;;# # # # #;"842877831097057282";https://twitter.com/diamondstone133/status/842877831097057282
CountryStorePan;2017-03-17 23:10;0;0;"Happy # Saint # Patricks day! Try our fish and chips and Irish iced tea this evening;) Cheers! Reservations 203-5824 pic.twitter.com/skEtfePDgB";;;# #;"842875732686770176";https://twitter.com/CountryStorePan/status/842875732686770176
MorganJGavin;2017-03-17 22:59;2;1;"# happy # saint # patricks day # liveme Dr . 3 Arms by: http://www.liveme.com/media/play/?videoid=14897915243732281619&area=A_US&countryCode=US&kid=1&s=777984705252687872&shareto=Twitter …pic.twitter.com/G5PwjAMJV0";;;# # # #;"842873067437084672";https://twitter.com/MorganJGavin/status/842873067437084672
sukidoll17;2017-03-17 21:43;0;0;"# st # patricks # day # disneyland # castle @Disneyland Paris https://www.instagram.com/p/BRwTcqJBMIg3kN-U6pN1LNmzoNumzn4D8awWaI0/ …";;@Disneyland;# # # # #;"842853920179286016";https://twitter.com/sukidoll17/status/842853920179286016
carlysmurf;2017-03-17 21:38;0;0;"Happy St # Patricks day";;;#;"842852688756981761";https://twitter.com/carlysmurf/status/842852688756981761
joyceventures;2017-03-17 21:19;0;0;"# Happy St # Patricks Day Memories of # Ireland (country) FUN. Thank you Natalie Terrien Rein http://fb.me/VFPzLCah";;;# # #;"842847944361496578";https://twitter.com/joyceventures/status/842847944361496578
PDXHomeSolution;2017-03-17 20:35;0;0;"What are your plans in # Portland this # St # Patricks # Day? http://thepdxrealestateagent.com  http://fb.me/7y8UY4R1r";;;# # # #;"842836699696844801";https://twitter.com/PDXHomeSolution/status/842836699696844801
babezanson;2017-03-17 20:24;0;1;"Feeling # pressure to # celebrate today because my name is # Bridget. # Imagine what the # Patricks feel. # HappyStPatricksDay # imhalffrenchtoo";;;# # # # # # #;"842834005573718018";https://twitter.com/babezanson/status/842834005573718018
float_body;2017-03-17 20:23;0;0;"May all of the # Irish # luck # touch # your # life in many ways! Happy # st # patricks # day # keep… https://www.instagram.com/p/BRwKQFmhko4/";;;# # # # # # # # #;"842833692363960320";https://twitter.com/float_body/status/842833692363960320
ZETAZUMSTUDIO;2017-03-17 20:09;0;0;"# san # patricks # twins # beer # friends # good # friday # night # thinkoutsidethebox @Murphy's Law Page https://www.instagram.com/p/BRwIutklTi9/";;@Murphy;# # # # # # # # #;"842830355019317249";https://twitter.com/ZETAZUMSTUDIO/status/842830355019317249
LauraWard23;2017-03-17 19:34;1;1;"Doing # Saint # Patricks Day, the right way-- in # Boston! # photobomb # kissmeimirish sort of @… https://www.instagram.com/p/BRwEomchRNo/";;@;# # # # #;"842821345758998528";https://twitter.com/LauraWard23/status/842821345758998528
303Tickets;2017-03-17 19:27;0;0;"The best # Patricks in sports, ranked! # justforfun # happystpaddysday http://www.303tickets.com/Sports ... http://fb.me/3F1F6vTCn";;;# # #;"842819592506421248";https://twitter.com/303Tickets/status/842819592506421248
PremierSeats;2017-03-17 19:20;0;0;"The best # Patricks in sports, ranked! # justforfun # happystpaddysday http://premierseats.com/Sports.aspx ... http://fb.me/8EfBouTuD";;;# # #;"842817855066275840";https://twitter.com/PremierSeats/status/842817855066275840
TonyAgresta2;2017-03-17 19:16;1;0;". @ nearmap imagery for # StPatricksDay for all the # patricks out there and # irish including @ PQuigley1https://twitter.com/nearmap/status/842771909947342849 …";;@ @;# # #;"842816828393078787";https://twitter.com/TonyAgresta2/status/842816828393078787
killerseats;2017-03-17 19:16;0;0;"The best # Patricks in sports, ranked! # justforfun # happystpaddysday http://www.killerseats.com/Sports ... http://fb.me/RclkI1Ya";;;# # #;"842816820679606272";https://twitter.com/killerseats/status/842816820679606272
oz_naturals;2017-03-17 19:01;0;0;"# Happy # Saint # Patricks Day everyone! # lovepic.twitter.com/fJSDl1Bp56";;;# # # #;"842813153599782913";https://twitter.com/oz_naturals/status/842813153599782913
BigSmilesCT;2017-03-17 19:00;0;0;"Get your green on for # Saint # Patricks # Day by choosing options that are healthy for your # teeth! What is your favorite # green?pic.twitter.com/S1HmWU6TIy";;;# # # # #;"842812888372985857";https://twitter.com/BigSmilesCT/status/842812888372985857
tamtinaa;2017-03-17 18:43;0;0;"The # Best of St Patrick's Day # Uniforms! http://bit.ly/2mB1CiT # Patricks pic.twitter.com/m5XtmEc67Z";;;# # #;"842808568843722752";https://twitter.com/tamtinaa/status/842808568843722752
AlwaysFlacko;2017-03-17 18:02;0;0;"Guinness Day/Spring Break # guinness # brew # stpatricksday # saint # patricks # spring # break… https://www.instagram.com/p/BRv6K2pDbMS/";;;# # # # # # #;"842798328811323392";https://twitter.com/AlwaysFlacko/status/842798328811323392
GreenConception;2017-03-17 17:03;0;0;"Happy St. # Patricks Day from everybody at # Green # Conception!pic.twitter.com/sOfwExUlTx";;;# # #;"842783343334887424";https://twitter.com/GreenConception/status/842783343334887424
badeenten;2017-03-17 16:33;0;0;"Quacky St. Particks Day! # quacky # patricks http://fb.me/CUQygBzB";;;# #;"842775910415847425";https://twitter.com/badeenten/status/842775910415847425
trendsonweb;2017-03-17 16:00;0;0;"Happy # St # Patricks # Day # Images # For # Facebook #& # Whatsapp... https://goo.gl/ilfmgH # StPatricksDayImagespic.twitter.com/dnfmgJuYIZ";;;# # # # # # # # #;"842767593425506304";https://twitter.com/trendsonweb/status/842767593425506304
speedycanoe;2017-03-17 15:40;0;0;"# FeatureMe # SendMeGifts # Patricks # Liveme MsDominicana: http://www.liveme.com/media/play/?videoid=14897623918869895332&area=A_US&countryCode=US&kid=2&shareto=twitter&s=822093624862310400 …pic.twitter.com/sEkoIJxWNx";;;# # # #;"842762471442173953";https://twitter.com/speedycanoe/status/842762471442173953
flashspree;2017-03-17 15:26;0;0;"Chicago is celebrating St. Patrick's Day in its own way! # stpatricksday # patricks # usa… https://www.instagram.com/p/BRvoWcMjDfq/";;;# # #;"842759142980964354";https://twitter.com/flashspree/status/842759142980964354
flashspree;2017-03-17 15:22;0;0;"Happy St. Patrick's Day! # stpatricksday # celebration # chicago # newyork # illinois # patricks… https://www.instagram.com/p/BRvn3QyjoQ9/";;;# # # # # #;"842758074821677057";https://twitter.com/flashspree/status/842758074821677057
AngieTink;2017-03-17 14:47;0;0;"# Wow # WhatACoolPlace # LooksLikeFun # Patricks # CornBeefAndCabbage # ForUs # Today # SweetSue # Yummy # Happy # StPatricksDay xoxo";;;# # # # # # # # # # #;"842749331799203840";https://twitter.com/AngieTink/status/842749331799203840
RepairPalace;2017-03-17 14:41;0;0;"Make it your # Lucky # Day # St. # Patricks # Day # Celebration up 50% @Repair Palace, # Leominster # MA.: http://youtu.be/3_quNo_dqFg?a  via";;@Repair;# # # # # # # #;"842747791537573888";https://twitter.com/RepairPalace/status/842747791537573888
RepairPalace;2017-03-17 14:27;0;0;"Make it your # Lucky # Day # St. # Patricks # Day # Celebration up 50% @Repair Palace, # Leominster # MA.: http://youtu.be/1i4wleWZZFE?a  via";;@Repair;# # # # # # # #;"842744241709338624";https://twitter.com/RepairPalace/status/842744241709338624
HauteTrader1;2017-03-17 14:02;0;0;"Happy # St. # Patricks # Day Darlings! Its All Green everything! Trade now to bring the fashion to your function! # tradechicpic.twitter.com/o8PhT5t2Lp";;;# # # #;"842737928690438145";https://twitter.com/HauteTrader1/status/842737928690438145
TGIFridaysCY;2017-03-17 13:25;0;0;"It's not a coincidence that # St # Patricks # Day is on a # Friday! What better way to celebrate the end of the week... http://fb.me/LXTH2hLA";;;# # # #;"842728686625341441";https://twitter.com/TGIFridaysCY/status/842728686625341441
kickbacked2;2017-03-17 13:08;0;0;"Happy # St. # Patricks # Day!";;;# # #;"842724279720591360";https://twitter.com/kickbacked2/status/842724279720591360
TimothyPGreen;2017-03-17 13:05;1;0;"Funky pop rock music to shake your shamrock to! Free download at http://timothypgreen.net # Patricks # shamrock # shakepic.twitter.com/ky3KZSXNKf";;;# # #;"842723495117295616";https://twitter.com/TimothyPGreen/status/842723495117295616
JellystoneADK;2017-03-17 12:56;0;0;"Happy # St # Patricks # Day # Campers http://fb.me/5blFdTqGc";;;# # # #;"842721306760151040";https://twitter.com/JellystoneADK/status/842721306760151040
KerryMason1;2017-03-17 12:47;0;0;"Happy St # patricks Day # greentights # stpatricksday # stpaddysday # greenstripedtights # stpatricks… https://www.instagram.com/p/BRvWIx-hLp6/";;;# # # # # #;"842719092842815488";https://twitter.com/KerryMason1/status/842719092842815488
TheDessertFork;2017-03-17 12:10;0;1;"Take 10% off any Dessert Fork Order today! # Happy # Saint # Patricks # Day http://www.thedessertforkhuntsville.com/ pic.twitter.com/Q1XMYyed27";;;# # # #;"842709692824649729";https://twitter.com/TheDessertFork/status/842709692824649729
andresxnavarro;2017-03-17 12:07;0;0;"# HappyStPatricksDay to all my # irish lads and # FelizSanto to all the # Patricks, Patricias & Patricios around the # world. # march17 # slaintepic.twitter.com/6avkh37JdZ";;;# # # # # # #;"842708970674372609";https://twitter.com/andresxnavarro/status/842708970674372609
LyndigoSpice;2017-03-17 12:05;1;0;"Paying homage # Lyndigo style to my # greatgrandpa # Green # Motley on this # Saint # Patricks # day… https://www.instagram.com/p/BRvRTZqAqq3/";;;# # # # # # #;"842708464862420992";https://twitter.com/LyndigoSpice/status/842708464862420992
EliteScienceVet;2017-03-17 12:05;0;1;"Happy St. Patrick's Day! # stpattyday # stpatricksday # stpaddysday # saint # patricks # day # green # irish # pride # dog # dogs # dogloverpic.twitter.com/vcaCWoh7rS";;;# # # # # # # # # # # #;"842708409699000320";https://twitter.com/EliteScienceVet/status/842708409699000320
EnvisagePromote;2017-03-17 12:02;0;0;"Happy Partricks Day, what you doing to celebrate? # patricks pic.twitter.com/zdqytKuA8p";;;#;"842707589087596545";https://twitter.com/EnvisagePromote/status/842707589087596545
SMKRealty;2017-03-17 12:01;0;0;"Happy Saint Patrick's Day! # Miami # dublin # irlanda # stpatricksday # patricks pic.twitter.com/K3WAaikWEb";;;# # # # #;"842707343120973824";https://twitter.com/SMKRealty/status/842707343120973824
shop80sa;2017-03-17 11:36;3;2;"Time to get your green on. http://htl.li/nUFj309ZW8A # stpatricksday # patricks pic.twitter.com/TqocWd0mWI";;;# #;"842701250160443394";https://twitter.com/shop80sa/status/842701250160443394
majesticfarnham;2017-03-17 11:17;0;0;"Good morning # farnham what is everyone's plans for this evening then? # st # patricks # day";;;# # # #;"842696491303141378";https://twitter.com/majesticfarnham/status/842696491303141378
Bak2BakMedia;2017-03-17 10:51;0;0;"Ok one for # St # Patricks # Day # djs "The Wild Rover" # Dubliners best version (get a 320 Khz noiseless mp3) # djs http://www.dailymotion.com/video/x962j1_the-dubliners-wild-rover_music …";;;# # # # # #;"842689885928640513";https://twitter.com/Bak2BakMedia/status/842689885928640513
TheWarGodMaster;2017-03-17 10:12;0;2;"I # hate # Saint # Patricks # day was # my # nickname I'm # Irish # I like # green # people # called # me # St # Patty # March most # boring # month # ever.";;;# # # # # # # # # # # # # # # # # #;"842679987811438593";https://twitter.com/TheWarGodMaster/status/842679987811438593
OTLCovUni;2017-03-17 09:28;2;4;"Happy St. # Patricks Day to all! # stpatricksday @ covcampus # Irish @ cusu @ President_CUSU @ VP_PostgradCUSU @ cgecovuni @ ComCultMed";;@ @ @ @ @ @;# # #;"842669078099771394";https://twitter.com/OTLCovUni/status/842669078099771394
BLFtravel;2017-03-17 09:22;0;0;"Krispy Kreme Doughnuts are celebrating # St # Patricks # Day with # Irish themed doughnuts! http://ow.ly/utwS309ZHMj # KrispyKremeDoughnuts";;;# # # # #;"842667471979118592";https://twitter.com/BLFtravel/status/842667471979118592
Jamiepem;2017-03-17 09:20;0;1;"Happy # Patricks Day! pic.twitter.com/5Edmqr4pAY";;;#;"842666820305899521";https://twitter.com/Jamiepem/status/842666820305899521
qualtechjobs;2017-03-17 09:09;0;0;"Happy # StPatricksDay # Patricks pic.twitter.com/FmvbSErdC2";;;# #;"842664296815497216";https://twitter.com/qualtechjobs/status/842664296815497216
Wevegottalent_;2017-03-17 09:01;0;0;"Happy Partricks Day, what you doing to celebrate? # patricks pic.twitter.com/o9rJSK1E1P";;;#;"842662074455113728";https://twitter.com/Wevegottalent_/status/842662074455113728
goodmangerrard;2017-03-17 08:59;0;1;"Happy St # Patricks Day from the # Leeds # Wellbeing # Artist";;;# # # #;"842661748289257472";https://twitter.com/goodmangerrard/status/842661748289257472
onlinefilm_org;2017-03-17 06:56;0;0;"Unser Filmtipp am St. # Patricks Day: “King of the Hills” http://ireland.onlinefilm.org/en_EN/film/27853 …pic.twitter.com/ERNGWxvKf9";;;#;"842630696996888577";https://twitter.com/onlinefilm_org/status/842630696996888577
MattBennettShow;2017-03-17 02:02;0;0;"Got a pretty Awesome # HAWKS # HAT!!! # HAppY # ST # PATRICKS # DAyyyy!!! https://www.instagram.com/p/BRuMMwTD3XDNa6pNFVBD8Ha96KPRlQsRME-RTs0/ …";;;# # # # # #;"842556762637176833";https://twitter.com/MattBennettShow/status/842556762637176833
